holding_id,customer_id,holding_amount,UNT_TRAN_AMT,POLI_GROSS_PMT,effective_date,status,created_ts
7e8b9a4f,CUS00056,7965.87,7965.87,3316.56,2024-08-27,pending,2025-12-09T20:25:37.757894
d3965ac8,CUS00068,36488.8,36488.8,65.37,2024-04-30,active,2025-12-09T20:25:37.757894
f2cc29ea,CUS00046,46701.03,46701.03,4617.72,2025-10-08,closed,2025-12-09T20:25:37.757894
ec72df4d,CUS00031,9681.96,9681.96,4129.37,2024-02-02,closed,2025-12-09T20:25:37.757894
dbfe645b,CUS00025,49504.95,49504.95,2705.5,2024-02-20,pending,2025-12-09T20:25:37.757894
b6dd90f0,CUS00069,8257.64,8257.64,1172.5,2024-01-14,pending,2025-12-09T20:25:37.757894
d5b10d79,CUS00042,48900.17,48900.17,3437.43,2024-11-13,pending,2025-12-09T20:25:37.757894
a827bfa2,CUS00059,38302.31,38302.31,2510.5,2024-07-07,closed,2025-12-09T20:25:37.757894
b177eb33,CUS00095,3210.04,3210.04,1230.17,2025-03-25,pending,2025-12-09T20:25:37.757894
ffaba01a,CUS00035,42261.62,42261.62,2165.4,2024-12-31,active,2025-12-09T20:25:37.757894
c651505a,CUS00005,15766.04,15766.04,-1541.27,2024-06-30,pending,2025-12-09T20:25:37.757894
b147555e,CUS00100,39360.87,39360.87,4926.45,2024-06-19,pending,2025-12-09T20:25:37.757894
acd1e863,CUS00031,43904.35,43904.35,1863.43,2024-07-07,active,2025-12-09T20:25:37.757894
77c16634,CUS00017,42010.36,42010.36,4889.46,2025-03-08,active,2025-12-09T20:25:37.757894
1e9c354d,CUS00023,10656.27,10656.27,4626.64,2025-08-16,pending,2025-12-09T20:25:37.757894
97231206,CUS00035,26957.03,26957.03,1667.78,2024-10-29,pending,2025-12-09T20:25:37.757894
a1fdc0dd,CUS00027,46060.69,46060.69,1704.48,2025-07-24,closed,2025-12-09T20:25:37.757894
aa1390dc,CUS00024,5408.2,5408.2,4358.47,2024-05-19,active,2025-12-09T20:25:37.757894
d9cbae0d,CUS00031,20274.83,20274.83,-81.03,2024-02-16,active,2025-12-09T20:25:37.757894
5c39d9f1,CUS00010,48413.87,48413.87,3430.1,2025-07-13,active,2025-12-09T20:25:37.757894
88a3e2c3,CUS00032,43832.59,43832.59,1014.14,2024-08-21,active,2025-12-09T20:25:37.757894
2ea54265,CUS00006,28711.1,28711.1,2533.01,2025-03-13,active,2025-12-09T20:25:37.757894
29df616c,CUS00025,16480.35,16480.35,1458.53,2024-04-29,pending,2025-12-09T20:25:37.757894
eca1eb94,CUS00058,11449.42,11449.42,394.94,2024-09-09,pending,2025-12-09T20:25:37.757894
98ff3d45,CUS00004,30571.19,30571.19,4320.89,2025-07-15,closed,2025-12-09T20:25:37.757894
bdb737ff,CUS00047,15291.1,15291.1,1189.12,2025-02-20,pending,2025-12-09T20:25:37.757894
1c024d83,CUS00069,36573.28,36573.28,2275.97,2024-02-25,pending,2025-12-09T20:25:37.757894
b57ce267,CUS00065,-4448.76,-4448.76,2093.69,2025-01-14,pending,2025-12-09T20:25:37.757894
48a3ddf3,CUS00046,47289.1,47289.1,1095.67,2024-08-08,pending,2025-12-09T20:25:37.757894
0c4ecb26,CUS00033,48986.45,48986.45,3048.64,2025-02-06,pending,2025-12-09T20:25:37.757894
4fcb2c84,CUS00056,37848.31,37848.31,2182.54,2025-04-21,active,2025-12-09T20:25:37.757894
cb8184e0,CUS00025,46382.62,46382.62,4488.6,2024-07-09,active,2025-12-09T20:25:37.757894
12582177,CUS00092,7492.51,7492.51,2936.54,2025-09-07,closed,2025-12-09T20:25:37.757894
8c91b929,CUS00014,47633.86,47633.86,-1602.58,2024-02-25,closed,2025-12-09T20:25:37.757894
86572291,CUS00076,40758.69,40758.69,2059.36,2025-05-10,active,2025-12-09T20:25:37.757894
7be3be46,CUS00080,28265.66,28265.66,637.19,2025-02-26,closed,2025-12-09T20:25:37.757894
4e632e1f,CUS00096,31091.25,31091.25,1212.85,2025-08-21,closed,2025-12-09T20:25:37.757894
0c009377,CUS99999,18106.71,18106.71,3597.34,2025-11-30,active,2025-12-09T20:25:37.757894
50c0defc,CUS00047,32666.74,32666.74,777.64,2025-07-01,active,2025-12-09T20:25:37.757894
62826e11,CUS00055,1619.13,1619.13,-1918.71,2023-12-24,closed,2025-12-09T20:25:37.757894
